cell_line,model,rows_total,train_rows_before_augmentation,train_rows_after_augmentation,test_rows,input_features,r2_score,rmse,mae,pearson_rp,spearman_rs,train_time_sec,model_path_x,prediction_file,status,error,selected_model,model_path_y
SK-MEL-5,LightGBM,2425,2182,4364,243,526,0.6460638033041454,52.68849437148816,38.02998368016657,0.8046338210909781,0.763273766196346,3.409271717071533,C:\Users\HP\Desktop\SDP 27 april\nci_almanac_v3\models\step5_lightgbm_SK_MEL_5.pkl,C:\Users\HP\Desktop\SDP 27 april\nci_almanac_v3\results\step5_predictions_lightgbm_SK_MEL_5.csv,success,,LightGBM,C:\Users\HP\Desktop\SDP 27 april\nci_almanac_v3\models\final_step6_lightgbm_SK_MEL_5.pkl
SK-OV-3,XGBoost,2430,2187,4374,243,526,0.3360740189994737,30.52568682937453,23.89772451898934,0.5812333621184389,0.4889117267336335,2.7007429599761963,C:\Users\HP\Desktop\SDP 27 april\nci_almanac_v3\models\step5_xgboost_SK_OV_3.pkl,C:\Users\HP\Desktop\SDP 27 april\nci_almanac_v3\results\step5_predictions_xgboost_SK_OV_3.csv,success,,XGBoost,C:\Users\HP\Desktop\SDP 27 april\nci_almanac_v3\models\final_step6_xgboost_SK_OV_3.pkl
SN12C,CatBoost,2435,2191,4382,244,526,0.4514342677091547,31.805544858602293,25.084241356483663,0.6777213982522727,0.5675351879347759,5.111236333847046,C:\Users\HP\Desktop\SDP 27 april\nci_almanac_v3\models\step5_catboost_SN12C.pkl,C:\Users\HP\Desktop\SDP 27 april\nci_almanac_v3\results\step5_predictions_catboost_SN12C.csv,success,,CatBoost,C:\Users\HP\Desktop\SDP 27 april\nci_almanac_v3\models\final_step6_catboost_SN12C.pkl
SNB-19,RandomForest,2436,2192,4384,244,526,0.3919544320993916,39.679152404294655,28.662953005464484,0.6290948658113569,0.5936348728539584,11.177207231521606,C:\Users\HP\Desktop\SDP 27 april\nci_almanac_v3\models\step5_randomforest_SNB_19.pkl,C:\Users\HP\Desktop\SDP 27 april\nci_almanac_v3\results\step5_predictions_randomforest_SNB_19.csv,success,,RandomForest,C:\Users\HP\Desktop\SDP 27 april\nci_almanac_v3\models\final_step6_randomforest_SNB_19.pkl
SNB-75,CatBoost,2434,2190,4380,244,526,0.384378122983689,43.75367748394777,28.30019502525546,0.6258227065831368,0.6610501923354208,5.222634077072144,C:\Users\HP\Desktop\SDP 27 april\nci_almanac_v3\models\step5_catboost_SNB_75.pkl,C:\Users\HP\Desktop\SDP 27 april\nci_almanac_v3\results\step5_predictions_catboost_SNB_75.csv,success,,CatBoost,C:\Users\HP\Desktop\SDP 27 april\nci_almanac_v3\models\final_step6_catboost_SNB_75.pkl
SR,LightGBM,2396,2156,4312,240,526,0.3845983235497177,87.67523953796571,55.25682380205433,0.6215922777761561,0.6408261636331456,3.07159686088562,C:\Users\HP\Desktop\SDP 27 april\nci_almanac_v3\models\step5_lightgbm_SR.pkl,C:\Users\HP\Desktop\SDP 27 april\nci_almanac_v3\results\step5_predictions_lightgbm_SR.csv,success,,LightGBM,C:\Users\HP\Desktop\SDP 27 april\nci_almanac_v3\models\final_step6_lightgbm_SR.pkl
SW-620,LightGBM,2434,2190,4380,244,526,0.5930825429312327,37.61536037903785,28.52055626375083,0.7727146887203035,0.6826805581371849,2.675211906433105,C:\Users\HP\Desktop\SDP 27 april\nci_almanac_v3\models\step5_lightgbm_SW_620.pkl,C:\Users\HP\Desktop\SDP 27 april\nci_almanac_v3\results\step5_predictions_lightgbm_SW_620.csv,success,,LightGBM,C:\Users\HP\Desktop\SDP 27 april\nci_almanac_v3\models\final_step6_lightgbm_SW_620.pkl
T-47D,XGBoost,2416,2174,4348,242,526,0.2915741948876419,45.07708050073079,32.72338382811247,0.5414003874046437,0.4965315980612962,2.4602203369140625,C:\Users\HP\Desktop\SDP 27 april\nci_almanac_v3\models\step5_xgboost_T_47D.pkl,C:\Users\HP\Desktop\SDP 27 april\nci_almanac_v3\results\step5_predictions_xgboost_T_47D.csv,success,,XGBoost,C:\Users\HP\Desktop\SDP 27 april\nci_almanac_v3\models\final_step6_xgboost_T_47D.pkl
TK-10,XGBoost,2424,2181,4362,243,526,0.3319031604215432,39.7282971428767,27.31168086973207,0.5867363671421426,0.5440294385320498,2.6507341861724854,C:\Users\HP\Desktop\SDP 27 april\nci_almanac_v3\models\step5_xgboost_TK_10.pkl,C:\Users\HP\Desktop\SDP 27 april\nci_almanac_v3\results\step5_predictions_xgboost_TK_10.csv,success,,XGBoost,C:\Users\HP\Desktop\SDP 27 april\nci_almanac_v3\models\final_step6_xgboost_TK_10.pkl
U251,XGBoost,2433,2189,4378,244,526,0.2890887556947715,41.52765880640888,25.7957348134674,0.5382626199573282,0.4588064851236227,2.271064519882202,C:\Users\HP\Desktop\SDP 27 april\nci_almanac_v3\models\step5_xgboost_U251.pkl,C:\Users\HP\Desktop\SDP 27 april\nci_almanac_v3\results\step5_predictions_xgboost_U251.csv,success,,XGBoost,C:\Users\HP\Desktop\SDP 27 april\nci_almanac_v3\models\final_step6_xgboost_U251.pkl
UACC-257,CatBoost,2437,2193,4386,244,526,0.4884410156701489,30.42589352101789,23.843306601473767,0.7055086911364452,0.7111639581537398,5.067536115646362,C:\Users\HP\Desktop\SDP 27 april\nci_almanac_v3\models\step5_catboost_UACC_257.pkl,C:\Users\HP\Desktop\SDP 27 april\nci_almanac_v3\results\step5_predictions_catboost_UACC_257.csv,success,,CatBoost,C:\Users\HP\Desktop\SDP 27 april\nci_almanac_v3\models\final_step6_catboost_UACC_257.pkl
UACC-62,LightGBM,2431,2187,4374,244,526,0.2783409113216536,41.49366349925558,31.083495620265627,0.5546594679486385,0.5072968340401987,4.415082931518555,C:\Users\HP\Desktop\SDP 27 april\nci_almanac_v3\models\step5_lightgbm_UACC_62.pkl,C:\Users\HP\Desktop\SDP 27 april\nci_almanac_v3\results\step5_predictions_lightgbm_UACC_62.csv,success,,LightGBM,C:\Users\HP\Desktop\SDP 27 april\nci_almanac_v3\models\final_step6_lightgbm_UACC_62.pkl
UO-31,LightGBM,2403,2162,4324,241,526,0.4889133224287566,28.85297270551668,21.092854798882755,0.6996398264994775,0.6720091961105928,3.3440585136413574,C:\Users\HP\Desktop\SDP 27 april\nci_almanac_v3\models\step5_lightgbm_UO_31.pkl,C:\Users\HP\Desktop\SDP 27 april\nci_almanac_v3\results\step5_predictions_lightgbm_UO_31.csv,success,,LightGBM,C:\Users\HP\Desktop\SDP 27 april\nci_almanac_v3\models\final_step6_lightgbm_UO_31.pkl
